Timeline,Start time,Duration,Row,Instance number,CROSSING,Cross Destination,Cross Origins,Cross Outcome,Cross Type,Defending Actions,FIRST PHASE,Fouled,Goalkeeper Actions,OFFSIDE,Offsides,PEN AREA ENTRY,POSSESSION THIRDS,Pass Destination,Pass Outcome,Pass Outcome - Destination,Pass Type,Receiving Type,SECOND PHASE,SHOOTING,Scoring,Set Piece,Shooting Heat Graph,Shot Faced Location,Shots,TRANSITION,Turnover,Ungrouped,Notes,Flags
Individual XML,4968.64332151644,14.0,Claudia Bunge,39,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,4970.803321505102,14.0,Claudia Bunge,40,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,4979.393299319728,14.0,Claudia Bunge,41,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5292.073231152211,14.0,Claudia Bunge,42,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5389.064886455499,14.0,Claudia Bunge,43,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,5491.509965966553,14.0,Claudia Bunge,44,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,5496.049954640022,14.0,Claudia Bunge,45,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,5555.40992055839,14.0,Claudia Bunge,46,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5564.049920511621,14.0,Claudia Bunge,47,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5625.473321960034,14.0,Claudia Bunge,48,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5688.433287811791,14.0,Claudia Bunge,49,,CD Zone 00 L,CO Zone FOUR C R,Teammate Not Found,Floated,,,,,,,,,,,,,Below,,,,,,,,,,,,
Individual XML,5753.304977297335,14.0,Claudia Bunge,50,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,5765.064977234977,14.0,Claudia Bunge,51,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,5768.274954604592,14.0,Claudia Bunge,52,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
Individual XML,5814.20493190051,14.0,Claudia Bunge,53,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,5825.59492060941,14.0,Claudia Bunge,54,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,5836.0249092573695,14.0,Claudia Bunge,55,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,5841.424909229025,14.0,Claudia Bunge,56,,,,,,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,,,,
Individual XML,5877.898163248299,14.0,Claudia Bunge,57,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5897.338163144841,14.0,Claudia Bunge,58,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Neutral,,,,,,,,,,,,
Individual XML,5917.378163037131,14.0,Claudia Bunge,59,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Around,,,,,,,,,,,,,
Individual XML,6110.017312678571,14.0,Claudia Bunge,60,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6182.857312288832,14.0,Claudia Bunge,61,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,6268.31164399093,14.0,Claudia Bunge,62,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,,,,,,,,,,,,,
Individual XML,6341.338333333333,14.0,Claudia Bunge,63,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6368.3983333333335,14.0,Claudia Bunge,64,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6374.878333333333,14.0,Claudia Bunge,65,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,6386.3983333333335,14.0,Claudia Bunge,66,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,6416.278333333334,14.0,Claudia Bunge,67,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,674.6010317403628,14.0,Mickey Foster,1,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Neutral,,,,,,,,,,,,
Individual XML,681.2010317361111,14.0,Mickey Foster,2,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,725.1033333149093,14.0,Mickey Foster,3,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,734.5833333106576,14.0,Mickey Foster,4,,,,,,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,750.7833333021542,14.0,Mickey Foster,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,795.1833219954649,14.0,Mickey Foster,6,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,807.9033219954648,14.0,Mickey Foster,7,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
Individual XML,849.3333219954649,14.0,Mickey Foster,8,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,953.0666666666667,14.0,Mickey Foster,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,991.9166666666666,14.0,Mickey Foster,10,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,1025.746666602891,14.0,Mickey Foster,11,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1055.0666439158163,14.0,Mickey Foster,12,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Neutral,,,,,,,,,,,,
Individual XML,1147.1466326119614,14.0,Mickey Foster,13,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,1353.3149998582767,14.0,Mickey Foster,14,,,,,,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,,,,
Individual XML,1372.8749997278912,14.0,Mickey Foster,15,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,1516.5649543764173,14.0,Mickey Foster,16,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,,,,,,
Individual XML,1576.3549092913831,14.0,Mickey Foster,17,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1660.2130725467687,14.0,Mickey Foster,18,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,SHOT ASSIST,,,,,
Individual XML,1780.335,14.0,Mickey Foster,19,,,CO Zone FOUR C L,Teammate Not Found,Whipped,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1991.234999981576,14.0,Mickey Foster,20,,,,,,,,,,,,,,,,,,Seam 1,,,,,,,,,,,,
Individual XML,2004.0749999659863,14.0,Mickey Foster,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2017.1549999489796,14.0,Mickey Foster,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2106.424954606009,14.0,Mickey Foster,23,,,,,,INTERCEPTION +,,,,,,,,Pass into F3,Complete,Complete,Through,,,,,,,,,,,,,
Individual XML,2134.034931937358,14.0,Mickey Foster,24,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,2315.74139450822,14.0,Mickey Foster,25,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,2333.0313491765874,14.0,Mickey Foster,26,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,2432.9983218126417,14.0,Mickey Foster,27,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2462.726655328798,14.0,Mickey Foster,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2510.0833104946146,14.0,Mickey Foster,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2516.0833104634353,14.0,Mickey Foster,30,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
Individual XML,2898.0143877551022,14.0,Mickey Foster,31,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,2919.974387638889,14.0,Mickey Foster,32,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Neutral,,,,,,,,,,,,
Individual XML,2954.054387456066,14.0,Mickey Foster,33,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
Individual XML,3097.1083105144558,14.0,Mickey Foster,34,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Seam 1,,,,,,,,,,,,
Individual XML,3245.0416666666665,14.0,Mickey Foster,35,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3284.1716666666666,14.0,Mickey Foster,36,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,3399.765,14.0,Mickey Foster,37,,CD Gold Zone,CO Zone THREE C,Teammate Found,Whipped,,,,,,,,,,,,,Below,,,,,,,,,,,,
Individual XML,3755.4919614512473,14.0,Mickey Foster,38,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Through,,,,,,,,,,,,,
Individual XML,3761.0119614512473,14.0,Mickey Foster,39,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,3849.331961451247,14.0,Mickey Foster,40,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,4894.1233219160995,14.0,Mickey Foster,41,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,4925.443321747449,14.0,Mickey Foster,42,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,5021.83487527636,14.0,Mickey Foster,43,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,5083.561666527778,14.0,Mickey Foster,44,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,SHOT ASSIST,,,,,
Individual XML,5195.993276632653,14.0,Mickey Foster,45,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5215.893253962585,14.0,Mickey Foster,46,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,5338.75323090136,14.0,Mickey Foster,47,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5504.809954593254,14.0,Mickey Foster,48,,,,,,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,,,,
Individual XML,5807.724931935941,14.0,Mickey Foster,49,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,5848.624909190759,14.0,Mickey Foster,50,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,5854.75489793509,14.0,Mickey Foster,51,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,6007.2775508772675,14.0,Mickey Foster,52,,CD Gold Zone,CO Zone TWO C,Teammate Not Found,Whipped,,,,,,,,,,,,,,,,,Set Piece,,,,,,,,
Individual XML,6033.307516909013,14.0,Mickey Foster,53,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,6035.777505654762,14.0,Mickey Foster,54,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,6040.217505630669,14.0,Mickey Foster,55,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Below,,,,,,,,,,,,
Individual XML,6200.261666655329,14.0,Mickey Foster,56,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,6220.041655274943,14.0,Mickey Foster,57,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6230.121655242347,14.0,Mickey Foster,58,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,6288.388333333333,14.0,Mickey Foster,59,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6318.498333333333,14.0,Mickey Foster,60,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6349.378333333333,14.0,Mickey Foster,61,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,6484.031666666667,14.0,Mickey Foster,62,,CD Gold Zone,CO Zone FOUR C L,Teammate Not Found,Whipped,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6727.196666666667,14.0,Mickey Foster,63,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,6737.876666666667,14.0,Mickey Foster,64,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Neutral,,,,,,,,,,,,
Individual XML,6741.4766666666665,14.0,Mickey Foster,65,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Below,,,,,,,,,,,,
Individual XML,6776.3966666666665,14.0,Mickey Foster,66,,,,,,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,,,,
Individual XML,6847.086666666667,14.0,Mickey Foster,67,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,6891.846666666666,14.0,Mickey Foster,68,,,,,,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,,,,
Individual XML,6930.135,14.0,Mickey Foster,69,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,6973.175,14.0,Mickey Foster,70,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,6988.295,14.0,Mickey Foster,71,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,6997.655,14.0,Mickey Foster,72,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,7109.751666666667,14.0,Mickey Foster,73,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,7154.04,14.0,Mickey Foster,74,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7172.733333333334,14.0,Mickey Foster,75,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,7192.653333333334,14.0,Mickey Foster,76,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,7216.7733333333335,14.0,Mickey Foster,77,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Over,Neutral,,,,,,,,,,,,
Individual XML,7234.753333333333,14.0,Mickey Foster,78,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7255.393333333333,14.0,Mickey Foster,79,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7570.066666666667,14.0,Mickey Foster,80,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,7627.125,14.0,Mickey Foster,81,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,7632.165,14.0,Mickey Foster,82,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,677.7210317389456,8.199999998582712,Charlotte Lancaster,1,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,739.1433333078231,14.0,Charlotte Lancaster,2,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,TURNOVER,,,
Individual XML,810.0633219954649,14.0,Charlotte Lancaster,3,,,,,,,,,,,,,,,Incomplete,,Through,Seam 2,,,,,,,,,,,,
Individual XML,851.4933219954648,14.0,Charlotte Lancaster,4,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Over,Seam 2,,,,,,,SHOT ASSIST,,,,,
Individual XML,901.1833219954649,14.0,Charlotte Lancaster,5,,,,,,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,993.2366666666667,14.0,Charlotte Lancaster,6,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1305.8265418976757,14.0,Charlotte Lancaster,7,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,,,,
Individual XML,1307.7465418835034,14.0,Charlotte Lancaster,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1366.2749997718254,14.0,Charlotte Lancaster,9,,,CO Zone FOUR C L,Teammate Not Found,Whipped,,,,,,,,,,,,,Neutral,,,,,,,,,,,,
Individual XML,1566.9149319727892,14.0,Charlotte Lancaster,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1744.93664397534,14.0,Charlotte Lancaster,11,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,1761.489999992914,14.0,Charlotte Lancaster,12,,,,,,,,,,,,,,,,,,Seam 1,,,,,SL Zone THREE C,,SHOT,,,,,
Individual XML,2031.2849886621316,14.0,Charlotte Lancaster,13,,,,,,,,,,,,,,,Complete,,Through,Seam 2,,,,,,,,,,,,
Individual XML,2126.3449432624716,14.0,Charlotte Lancaster,14,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,2133.19493194161,14.0,Charlotte Lancaster,15,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,2335.311326505102,14.0,Charlotte Lancaster,16,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Seam 1,,,,,,,,,,,,
Individual XML,2453.20831065051,14.0,Charlotte Lancaster,17,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2478.6633219954647,14.0,Charlotte Lancaster,18,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,2517.523310454932,14.0,Charlotte Lancaster,19,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Around,Seam 2,,,,,,,,,,,,
Individual XML,2579.4066665391156,14.0,Charlotte Lancaster,20,,,,,,INTERCEPTION +,,,,,,,,Pass into box,Complete,Complete,Around,,,,,,,,,,,,,
Individual XML,2596.3966326530613,14.0,Charlotte Lancaster,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2903.1743877295917,14.0,Charlotte Lancaster,22,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,2926.3343876048752,14.0,Charlotte Lancaster,23,,,,,,,,,,,,,,,,,,Seam 1,,,,,,,,,TURNOVER,,,
Individual XML,2958.49438743339,14.0,Charlotte Lancaster,24,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Around,Seam 2,,,,,,,,,,,,
Individual XML,2979.276666645408,14.0,Charlotte Lancaster,25,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,3081.868310596655,14.0,Charlotte Lancaster,26,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3161.9933333333333,14.0,Charlotte Lancaster,27,,,,,,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,,,,
Individual XML,3226.701666666667,14.0,Charlotte Lancaster,28,,,,,,,,,,,,,,Pass into box,Incomplete,Incomplete,Around,,,,,,,,,,,,,
Individual XML,3246.3616666666667,14.0,Charlotte Lancaster,29,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,,,,
Individual XML,3303.6116666666667,14.0,Charlotte Lancaster,30,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,TURNOVER,,,
Individual XML,3423.37,14.0,Charlotte Lancaster,31,,,,,,,,,,,,,,,Complete,,Through,Seam 2,,,,,,,,,,,,
Individual XML,3843.5719614512473,14.0,Charlotte Lancaster,32,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,683.3610317361112,14.0,Grace Jale,1,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,752.103333300737,14.0,Grace Jale,2,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,846.6933219954649,14.0,Grace Jale,3,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,898.9033219954648,14.0,Grace Jale,4,,,,,,,,,,,,,,Pass into box,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,937.6366666666667,14.0,Grace Jale,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,955.4466666666667,14.0,Grace Jale,6,,,,,,,,,,,,,,,Incomplete,,Around,,,,,,,,,,,,,
Individual XML,971.2166666666667,14.0,Grace Jale,7,,,,,,Ground Duel +,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,,,,,,,,,,,,,
Individual XML,988.5566666666666,14.0,Grace Jale,8,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,995.2766666666666,14.0,Grace Jale,9,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1300.906541928855,14.0,Grace Jale,10,,,,,,INTERCEPTION -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1315.27653055839,14.0,Grace Jale,11,,,,,,,,Fouled,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1340.594999944728,14.0,Grace Jale,12,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1356.5549998384354,14.0,Grace Jale,13,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1530.0049542871316,14.0,Grace Jale,14,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1596.991473920068,14.0,Grace Jale,15,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1603.2314739143992,14.0,Grace Jale,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1736.7766439880952,14.0,Grace Jale,17,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1760.2899999957483,14.0,Grace Jale,18,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,SHOT ASSIST,,,,,
Individual XML,1978.635,14.0,Grace Jale,19,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2129.594931960034,14.0,Grace Jale,20,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,2135.5949319288547,14.0,Grace Jale,21,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
Individual XML,2139.914931904762,14.0,Grace Jale,22,,,,,,,,,,,,,,Pass into box,Complete,Complete,Through,Seam 2,,,,,,,SHOT ASSIST,,,,,
Individual XML,2151.4049206349205,14.0,Grace Jale,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2215.036666667,14.0,Grace Jale,24,,,,,,,,,,,,,,,,,,,,,,,SL Zone 00 L,,SHOT,,,,,
Individual XML,2274.323321978458,14.0,Grace Jale,25,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2313.5813945195578,14.0,Grace Jale,26,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,2329.791349195011,14.0,Grace Jale,27,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,2511.5233104875283,14.0,Grace Jale,28,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,2600.11663263322,14.0,Grace Jale,29,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,2904.854387719671,14.0,Grace Jale,30,,,,,,,,,,,,,,,Incomplete,,Over,Below,,,,,,,,,,,,
Individual XML,2909.774387694161,14.0,Grace Jale,31,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2916.1343876601472,14.0,Grace Jale,32,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,2946.4943874971655,14.0,Grace Jale,33,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,2985.3966666128117,14.0,Grace Jale,34,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,3255.0016666666666,14.0,Grace Jale,35,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,3296.0516666666667,14.0,Grace Jale,36,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Over,Seam 1,,,,,,,,,,,,
Individual XML,3330.0,14.0,Grace Jale,37,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,SHOT,,,,,
Individual XML,3390.165,14.0,Grace Jale,38,,,,,,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,,,,
Individual XML,3394.965,14.0,Grace Jale,39,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,3757.171961451247,14.0,Grace Jale,40,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,3857.131961451247,14.0,Grace Jale,41,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,4838.693333282313,14.0,Grace Jale,42,,,,,,Ground Duel +,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,4879.123321995465,14.0,Grace Jale,43,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5020.274875283447,14.0,Grace Jale,44,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,5214.573253968254,14.0,Grace Jale,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5222.463231292517,14.0,Grace Jale,46,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5270.233231268424,14.0,Grace Jale,47,,,,,,INTERCEPTION +,,,,,,,,Pass into F3,Complete,Complete,Through,,,,,,,,,,,,,
Individual XML,5365.064886584467,14.0,Grace Jale,48,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,5385.584886473923,14.0,Grace Jale,49,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,5526.79993196712,14.0,Grace Jale,50,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5662.033287953514,14.0,Grace Jale,51,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,5852.954897945011,14.0,Grace Jale,52,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,5861.774875280612,14.0,Grace Jale,53,,,,,,,,,,,,,,,,,,Below,,,,,SL Zone THREE C,,SHOT,,,,,
Individual XML,5887.978163194444,14.0,Grace Jale,54,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
