Timeline,Start time,Duration,Row,Instance number,CROSSING,Cross Destination,Cross Origins,Cross Outcome,Cross Type,Defending Actions,FIRST PHASE,Fouled,Goalkeeper Actions,OFFSIDE,Offsides,PEN AREA ENTRY,POSSESSION THIRDS,Pass Destination,Pass Outcome,Pass Outcome - Destination,Pass Type,Receiving Type,SECOND PHASE,SHOOTING,Scoring,Set Piece,Shooting Heat Graph,Shot Faced Location,Shots,TRANSITION,Turnover,Ungrouped,Notes,Flags
Individual XML,7702.328333331916,14.0,Liz Anton,26,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Below,,,,,,,,,,,,
Individual XML,7747.676666666666,14.0,Liz Anton,27,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,,,,,,,,,,,,,
Individual XML,7777.606666666667,14.0,Liz Anton,28,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,7823.043321995465,14.0,Liz Anton,29,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,665.3610317446145,14.0,Team Actions,1,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,666.2010317446145,14.0,Team Actions,2,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,668.8410317431973,14.0,Team Actions,3,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,670.64103174178,14.0,Team Actions,4,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,674.6010317403628,14.0,Team Actions,5,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Neutral,,,,,,,,,,,,
Individual XML,677.7210317389456,8.199999998582712,Team Actions,6,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,681.2010317361111,14.0,Team Actions,7,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,683.3610317361112,14.0,Team Actions,8,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,687.0810317332766,14.0,Team Actions,9,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,690.5610317318594,14.0,Team Actions,10,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Over,Neutral,,,,,,,,,,,,
Individual XML,696.7833333304989,14.0,Team Actions,11,,,CO Zone 00 R,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,725.1033333149093,14.0,Team Actions,12,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,728.223333313492,14.0,Team Actions,13,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,730.7433333120748,10.839999998582812,Team Actions,14,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,734.5833333106576,14.0,Team Actions,15,,,,,,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,739.1433333078231,14.0,Team Actions,16,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,TURNOVER,,,
Individual XML,750.7833333021542,14.0,Team Actions,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,752.103333300737,14.0,Team Actions,18,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,755.4633332993197,14.0,Team Actions,19,,,,,,,,,,,,,,,Incomplete,,Around,Below,,,,,,,,,,,,
Individual XML,776.1033219954649,14.0,Team Actions,20,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,778.1433219954648,14.0,Team Actions,21,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,779.2233219954649,14.0,Team Actions,22,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,781.7433219954648,14.0,Team Actions,23,,,,,,,,,,,,,,,Incomplete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,790.3833219954648,14.0,Team Actions,24,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,795.1833219954649,14.0,Team Actions,25,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,801.4233219954649,14.0,Team Actions,26,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,807.9033219954648,14.0,Team Actions,27,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
Individual XML,810.0633219954649,14.0,Team Actions,28,,,,,,,,,,,,,,,Incomplete,,Through,Seam 2,,,,,,,,,,,,
Individual XML,815.4633219954649,14.0,Team Actions,29,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,818.7033219954649,14.0,Team Actions,30,,,,,,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,824.8233219954649,14.0,Team Actions,31,,,,,,,,,,,,,,,Complete,,Around,Seam 2,,,,,,,,,,,,
Individual XML,841.5333219954648,12.160000000000082,Team Actions,32,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,843.5733219954649,14.0,Team Actions,33,,,,,,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,,,,
Individual XML,846.6933219954649,14.0,Team Actions,34,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,849.3333219954649,14.0,Team Actions,35,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,851.4933219954648,14.0,Team Actions,36,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Over,Seam 2,,,,,,,SHOT ASSIST,,,,,
Individual XML,857.3733219954648,14.0,Team Actions,37,,,,,,,,,,,,,,,,,,Seam 3,,,,,SL Zone 00 R,,SHOT,,,,,
Individual XML,880.3033219954649,14.0,Team Actions,38,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,892.1833219954649,14.0,Team Actions,39,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,895.4233219954649,14.0,Team Actions,40,,,,,,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,896.2633219954648,14.0,Team Actions,41,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,898.9033219954648,14.0,Team Actions,42,,,,,,,,,,,,,,Pass into box,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,901.1833219954649,14.0,Team Actions,43,,,,,,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,935.1866666666666,14.0,Team Actions,44,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,SHOT ASSIST,,,,,
Individual XML,937.6366666666667,14.0,Team Actions,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,953.0666666666667,14.0,Team Actions,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,955.4466666666667,14.0,Team Actions,47,,,,,,,,,,,,,,,Incomplete,,Around,,,,,,,,,,,,,
Individual XML,964.2166666666667,14.0,Team Actions,48,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,965.7766666666666,14.0,Team Actions,49,,,,,,,,,,,,,,,Incomplete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,970.4566666666667,14.0,Team Actions,50,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,971.2166666666667,14.0,Team Actions,51,,,,,,Ground Duel +,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,,,,,,,,,,,,,
Individual XML,980.0966666666667,14.0,Team Actions,52,,,,,,INTERCEPTION +,,,,,,,,Pass into F3,Complete,Complete,Neutral,,,,,,,,,,,,,
Individual XML,984.3166666666667,14.0,Team Actions,53,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,988.5566666666666,14.0,Team Actions,54,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,991.9166666666666,14.0,Team Actions,55,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,993.2366666666667,14.0,Team Actions,56,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,995.2766666666666,14.0,Team Actions,57,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,998.0366666666666,14.0,Team Actions,58,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1000.6766666666666,14.0,Team Actions,59,,,,,,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,,,,
Individual XML,1004.7566666666667,14.0,Team Actions,60,,,,,,,,,,,,,,,Incomplete,,Around,Neutral,,,,,,,,,,,,
Individual XML,1025.746666602891,14.0,Team Actions,61,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1028.9866665802153,14.0,Team Actions,62,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1031.5066665617915,14.0,Team Actions,63,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1034.5066665419502,14.0,Team Actions,64,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,1037.6266665221087,14.0,Team Actions,65,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1039.1866665121881,14.0,Team Actions,66,,,,,,,,,,,,,,,,,,Below,,,,,,,,,,,,
Individual XML,1043.2666664852609,14.0,Team Actions,67,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1044.506643986678,14.0,Team Actions,68,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1049.0666439540817,14.0,Team Actions,69,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1051.586643938492,14.0,Team Actions,70,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1055.0666439158163,14.0,Team Actions,71,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Neutral,,,,,,,,,,,,
Individual XML,1144.6266326289683,14.0,Team Actions,72,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,1147.1466326119614,14.0,Team Actions,73,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,1150.2666325892858,14.0,Team Actions,74,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1154.1066325623583,14.0,Team Actions,75,,,,,,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,,,,
Individual XML,1157.4866212783447,14.0,Team Actions,76,,,,,,,,,,,,,,,Incomplete,,Over,Seam 2,,,,,,,,,,,,
Individual XML,1172.386609957483,14.0,Team Actions,77,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,1174.3066099433106,14.0,Team Actions,78,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1176.8266099248867,14.0,Team Actions,79,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,1179.2065986394557,14.0,Team Actions,80,,,,,,,,,,,,,,,Incomplete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,1190.326587293084,14.0,Team Actions,81,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1209.2865871641156,14.0,Team Actions,82,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1212.2865871442743,14.0,Team Actions,83,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,1213.3665871371882,14.0,Team Actions,84,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,1215.5265871230158,14.0,Team Actions,85,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 2,,,,,,,,,,,,
Individual XML,1219.00658710034,14.0,Team Actions,86,,,CO Zone XAR,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,1248.7165759537982,14.0,Team Actions,87,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1262.2765758645126,14.0,Team Actions,88,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1264.3165758517573,14.0,Team Actions,89,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1266.8365758333334,14.0,Team Actions,90,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,1268.6365758205782,14.0,Team Actions,91,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1271.6365758007369,14.0,Team Actions,92,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,1274.1565757837302,14.0,Team Actions,93,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1278.7165757539683,14.0,Team Actions,94,,,,,,,,,,,,,,,Incomplete,,Over,Below,,,,,,,,,,,,
Individual XML,1300.906541928855,14.0,Team Actions,95,,,,,,INTERCEPTION -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1302.4665419189344,14.0,Team Actions,96,,,,,,Ground Duel +,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,1305.8265418976757,14.0,Team Actions,97,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,,,,
Individual XML,1307.7465418835034,14.0,Team Actions,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1311.0765305881519,14.0,Team Actions,99,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1315.27653055839,14.0,Team Actions,100,,,,,,,,Fouled,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1318.1565305385489,14.0,Team Actions,101,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1319.7165305272108,14.0,Team Actions,102,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Over,Neutral,,,,,,,,,,,,
Individual XML,1326.4365304818593,14.0,Team Actions,103,,,,,,,,,,,,,,,Incomplete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1333.1549999971655,14.0,Team Actions,104,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1340.594999944728,14.0,Team Actions,105,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1347.1949998993764,14.0,Team Actions,106,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1350.6749998767007,14.0,Team Actions,107,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1353.3149998582767,14.0,Team Actions,108,,,,,,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,,,,
Individual XML,1356.5549998384354,14.0,Team Actions,109,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1360.2749998129252,14.0,Team Actions,110,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,1362.3149997987528,14.0,Team Actions,111,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 2,,,,,,,,,,,,
Individual XML,1364.594999781746,14.0,Team Actions,112,,,,,,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,1366.2749997718254,14.0,Team Actions,113,,,CO Zone FOUR C L,Teammate Not Found,Whipped,,,,,,,,,,,,,Neutral,,,,,,,,,,,,
Individual XML,1371.0749997406463,14.0,Team Actions,114,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1372.8749997278912,14.0,Team Actions,115,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Below,,,,,,,,,,,,
Individual XML,1375.87499970805,14.0,Team Actions,116,,,,,,,,Fouled,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1378.754999689626,14.0,Team Actions,117,,,,,,,,,,,,,,,,,,Below,,,,,,,,,,,,
Individual XML,1426.0349999546486,14.0,Team Actions,118,,,,,,,,,,,,,,,,,,,,,,Set Piece,SL Zone ONE C,,SHOT,,,,,
Individual XML,1447.514999811508,14.0,Team Actions,119,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1460.1549886394557,14.0,Team Actions,120,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1461.064977324263,14.0,Team Actions,121,,,,,,,,,,,,,,,Incomplete,,Neutral,,,,,,,,,,,,,
Individual XML,1476.4149659863945,14.0,Team Actions,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1478.5749659722221,14.0,Team Actions,123,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,1516.5649543764173,14.0,Team Actions,124,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,,,,,,
Individual XML,1520.8849543480726,14.0,Team Actions,125,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,SHOT,,,,,
Individual XML,1530.0049542871316,14.0,Team Actions,126,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1532.044954272959,14.0,Team Actions,127,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1534.4449542573695,14.0,Team Actions,128,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1536.004954247449,14.0,Team Actions,129,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,1538.1649542332766,14.0,Team Actions,130,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1540.564954217687,14.0,Team Actions,131,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,1548.7249541609976,14.0,Team Actions,132,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,1551.6149432936509,14.0,Team Actions,133,,,,,,,,,,,,,,Pass into box,Incomplete,Incomplete,Over,Seam 2,,,,,,,,,,,,
Individual XML,1566.9149319727892,14.0,Team Actions,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1568.8349319699546,14.0,Team Actions,135,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1571.2349319671202,14.0,Team Actions,136,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1572.8149206320861,14.0,Team Actions,137,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1574.5549092942176,14.0,Team Actions,138,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1576.3549092913831,14.0,Team Actions,139,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1578.3949092899659,14.0,Team Actions,140,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Seam 1,,,,,,,,,,,,
Individual XML,1596.991473920068,14.0,Team Actions,141,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1598.311473920068,14.0,Team Actions,142,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,1603.2314739143992,14.0,Team Actions,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1605.3914739115646,14.0,Team Actions,144,,,,,,,,,,,,,,,Incomplete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1611.366666667,14.0,Team Actions,145,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1613.235,14.0,Team Actions,146,,,,,,Ground Duel +,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,1617.673333330499,14.0,Team Actions,147,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Seam 1,,,,,,,,,,,,
Individual XML,1660.2130725467687,14.0,Team Actions,148,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,SHOT ASSIST,,,,,
Individual XML,1664.036666667,14.0,Team Actions,149,,,,,,,,,,,,,,,,,,,,,,,SL Black Box,,SHOT,,,,,
Individual XML,1709.996666607143,14.0,Team Actions,150,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,SL Zone THREE C,,SHOT,,,,,
Individual XML,1736.7766439880952,14.0,Team Actions,151,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1739.0566439852607,14.0,Team Actions,152,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,1744.93664397534,14.0,Team Actions,153,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,1749.6166439696713,14.0,Team Actions,154,,CD Gold Zone,CO Zone XAL,Teammate Found,Whipped,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,1753.1666326459751,14.0,Team Actions,155,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1756.0466326431406,14.0,Team Actions,156,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Through,,,,,,,,,,,,,
Individual XML,1758.28,14.0,Team Actions,157,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,1758.9699999957484,14.0,Team Actions,158,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1760.2899999957483,14.0,Team Actions,159,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,SHOT ASSIST,,,,,
Individual XML,1761.489999992914,14.0,Team Actions,160,,,,,,,,,,,,,,,,,,Seam 1,,,,,SL Zone THREE C,,SHOT,,,,,
Individual XML,1780.335,14.0,Team Actions,161,,,,,,,,,,,,,,,,,,,,,,Set Piece,,,,,,,,
Individual XML,1780.335,14.0,Team Actions,162,,,CO Zone FOUR C L,Teammate Not Found,Whipped,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1802.1833333319162,14.0,Team Actions,163,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1809.3833333234127,14.0,Team Actions,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1815.6233333134921,14.0,Team Actions,165,,,,,,,,,,,,,,Pass into box,Incomplete,Incomplete,Through,Below,,,,,,,,,,,,
Individual XML,1819.7033333078232,14.0,Team Actions,166,,,,,,INTERCEPTION +,,,,,,,,,Incomplete,,Neutral,,,,,,,,,,,,,
Individual XML,1828.513321984127,14.0,Team Actions,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1832.713321978458,14.0,Team Actions,168,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1839.4333219699547,9.748203083114959,Team Actions,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1888.0215192134353,15.159999990079314,Team Actions,170,,,,,,,,,Set Piece Claim,,,,,,,,,,,,,,,,,,,,,
Individual XML,1896.1815192035147,14.0,Team Actions,171,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Neutral,,,,,,,,,,,,
Individual XML,1915.8615191780045,14.0,Team Actions,172,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1946.2483333304988,14.0,Team Actions,173,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1948.8383219869615,14.0,Team Actions,174,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1978.635,14.0,Team Actions,175,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1983.5549999914965,14.0,Team Actions,176,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1987.9949999858277,10.239999995748349,Team Actions,177,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,1991.234999981576,14.0,Team Actions,178,,,,,,,,,,,,,,,,,,Seam 1,,,,,,,,,,,,
Individual XML,2004.0749999659863,14.0,Team Actions,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2007.9149999603176,14.0,Team Actions,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2017.1549999489796,14.0,Team Actions,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2022.0749999418933,14.0,Team Actions,182,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,2023.3949999404763,14.0,Team Actions,183,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,2025.0749999376417,14.0,Team Actions,184,,,,,,,,,,,,,,,Complete,,Through,Seam 2,,,,,,,,,,,,
Individual XML,2031.2849886621316,14.0,Team Actions,185,,,,,,,,,,,,,,,Complete,,Through,Seam 2,,,,,,,,,,,,
Individual XML,2033.9249886578798,14.0,Team Actions,186,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,2038.4849886522109,13.999999999999773,Team Actions,187,,CD Black Box,CO Zone 00 R,Teammate Found,Whipped,,,,,,,,,,,,,Seam 3,,,,,,,SHOT ASSIST,,,,,
Individual XML,2040.3949773200113,13.999999999999773,Team Actions,188,,,,,,,,,,,Offside,,,,,,,,,,,,,,,,,,,
Individual XML,2088.5149770663265,14.0,Team Actions,189,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2101.144954634354,14.0,Team Actions,190,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,2106.424954606009,14.0,Team Actions,191,,,,,,INTERCEPTION +,,,,,,,,Pass into F3,Complete,Complete,Through,,,,,,,,,,,,,
Individual XML,2109.784954589002,14.0,Team Actions,192,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Through,Seam 2,,,,,,,,,,,,
Individual XML,2119.6249432979025,14.0,Team Actions,193,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2122.0249432851474,14.0,Team Actions,194,,,,,,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,2126.3449432624716,14.0,Team Actions,195,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,2129.594931960034,14.0,Team Actions,196,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,2133.19493194161,14.0,Team Actions,197,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,2134.034931937358,14.0,Team Actions,198,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,2135.5949319288547,14.0,Team Actions,199,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
